"","Date","Page.Loads","Unique.Visits","First.Time.Visits","Returning.Visits"
"560","3/26/2016","2,344","1,759","1,393","366"
"561","3/27/2016","3,112","2,311","1,890","421"
"562","3/28/2016","5,051","3,655","2,985","670"
"563","3/29/2016","5,333","3,944","3,217","727"
"564","3/30/2016","5,671","4,078","3,369","709"
"565","3/31/2016","5,097","3,707","3,026","681"
"566","4/1/2016","4,555","2,971","2,408","563"
"567","4/2/2016","2,987","2,129","1,737","392"
"568","4/3/2016","4,257","2,964","2,421","543"
"569","4/4/2016","5,804","4,216","3,426","790"
"570","4/5/2016","5,885","4,379","3,597","782"
"571","4/6/2016","6,054","4,293","3,522","771"
"572","4/7/2016","5,791","4,147","3,422","725"
"573","4/8/2016","4,741","3,430","2,820","610"
"574","4/9/2016","2,946","2,140","1,740","400"
"575","4/10/2016","4,071","2,864","2,330","534"
"576","4/11/2016","6,265","4,503","3,667","836"
"577","4/12/2016","6,298","4,626","3,769","857"
"578","4/13/2016","6,495","4,628","3,791","837"
"579","4/14/2016","5,536","4,189","3,431","758"
"580","4/15/2016","4,737","3,447","2,785","662"
"581","4/16/2016","3,232","2,333","1,862","471"
"582","4/17/2016","4,201","3,093","2,504","589"
"583","4/18/2016","6,806","4,769","3,920","849"
"584","4/19/2016","6,769","4,817","3,940","877"
"585","4/20/2016","6,581","4,824","3,926","898"
"586","4/21/2016","6,254","4,537","3,707","830"
"587","4/22/2016","5,163","3,685","3,009","676"
"588","4/23/2016","3,851","2,595","2,113","482"
"589","4/24/2016","4,695","3,386","2,761","625"
"590","4/25/2016","7,098","5,224","4,237","987"
"591","4/26/2016","7,156","5,392","4,468","924"
"592","4/27/2016","6,836","5,056","4,130","926"
"593","4/28/2016","6,329","4,724","3,892","832"
"594","4/29/2016","4,990","3,608","2,922","686"
"595","4/30/2016","3,536","2,489","1,993","496"
"596","5/1/2016","4,366","3,236","2,605","631"
"597","5/2/2016","6,510","4,786","3,909","877"
"598","5/3/2016","6,855","4,962","4,085","877"
"599","5/4/2016","6,599","4,651","3,744","907"
"600","5/5/2016","5,510","4,105","3,375","730"
"601","5/6/2016","4,549","3,245","2,639","606"
"602","5/7/2016","3,064","2,167","1,760","407"
"603","5/8/2016","3,633","2,663","2,180","483"
"604","5/9/2016","5,838","4,283","3,489","794"
"605","5/10/2016","6,026","4,336","3,581","755"
"606","5/11/2016","5,780","4,226","3,479","747"
"607","5/12/2016","5,131","3,781","3,101","680"
"608","5/13/2016","3,928","2,845","2,294","551"
"609","5/14/2016","2,636","1,930","1,552","378"
"610","5/15/2016","3,278","2,366","1,922","444"
"611","5/16/2016","4,785","3,560","2,882","678"
"612","5/17/2016","4,886","3,601","2,914","687"
"613","5/18/2016","5,145","3,672","2,987","685"
"614","5/19/2016","5,849","4,211","3,484","727"
"615","5/20/2016","4,456","3,324","2,725","599"
"616","5/21/2016","2,960","2,138","1,716","422"
"617","5/22/2016","3,885","2,860","2,338","522"
"618","5/23/2016","5,857","4,155","3,368","787"
"619","5/24/2016","6,162","4,345","3,526","819"
"620","5/25/2016","6,014","4,254","3,398","856"
"621","5/26/2016","5,652","4,119","3,385","734"
"622","5/27/2016","4,793","3,340","2,692","648"
"623","5/28/2016","2,819","1,995","1,611","384"
"624","5/29/2016","3,687","2,546","2,067","479"
"625","5/30/2016","4,851","3,399","2,701","698"
"626","5/31/2016","5,775","4,216","3,413","803"
"627","6/1/2016","5,443","3,962","3,193","769"
"628","6/2/2016","5,590","3,959","3,176","783"
"629","6/3/2016","4,482","3,164","2,489","675"
"630","6/4/2016","2,792","1,947","1,533","414"
"631","6/5/2016","3,371","2,449","1,979","470"
"632","6/6/2016","5,547","3,832","3,036","796"
"633","6/7/2016","5,468","3,954","3,226","728"
"634","6/8/2016","5,104","3,751","3,064","687"
"635","6/9/2016","4,728","3,485","2,812","673"
"636","6/10/2016","4,024","2,855","2,290","565"
"637","6/11/2016","2,350","1,677","1,348","329"
"638","6/12/2016","3,234","2,196","1,779","417"
"639","6/13/2016","4,948","3,550","2,790","760"
"640","6/14/2016","5,247","3,760","3,052","708"
"641","6/15/2016","5,003","3,557","2,810","747"
"642","6/16/2016","4,816","3,482","2,775","707"
"643","6/17/2016","4,208","2,818","2,267","551"
"644","6/18/2016","2,454","1,668","1,357","311"
"645","6/19/2016","2,763","1,919","1,506","413"
"646","6/20/2016","4,954","3,522","2,829","693"
"647","6/21/2016","4,903","3,470","2,793","677"
"648","6/22/2016","4,907","3,464","2,772","692"
"649","6/23/2016","4,625","3,336","2,669","667"
"650","6/24/2016","3,497","2,482","1,947","535"
"651","6/25/2016","1,826","1,358","1,101","257"
"652","6/26/2016","2,307","1,721","1,356","365"
"653","6/27/2016","4,368","3,078","2,433","645"
"654","6/28/2016","4,233","3,091","2,466","625"
"655","6/29/2016","4,187","2,948","2,377","571"
"656","6/30/2016","3,811","2,726","2,135","591"
"657","7/1/2016","3,179","2,226","1,730","496"
"658","7/2/2016","1,615","1,039","814","225"
"659","7/3/2016","1,788","1,307","1,028","279"
"660","7/4/2016","2,959","2,144","1,653","491"
"661","7/5/2016","3,947","2,840","2,235","605"
"662","7/6/2016","3,841","2,821","2,248","573"
"663","7/7/2016","3,729","2,700","2,148","552"
"664","7/8/2016","3,324","2,381","1,891","490"
"665","7/9/2016","1,795","1,305","1,036","269"
"666","7/10/2016","2,373","1,655","1,321","334"
"667","7/11/2016","4,101","2,855","2,208","647"
"668","7/12/2016","4,241","2,960","2,352","608"
"669","7/13/2016","4,478","3,189","2,578","611"
"670","7/14/2016","3,961","2,814","2,214","600"
"671","7/15/2016","3,367","2,325","1,796","529"
"672","7/16/2016","1,828","1,222","951","271"
"673","7/17/2016","2,344","1,636","1,319","317"
"674","7/18/2016","4,415","3,007","2,382","625"
"675","7/19/2016","4,403","3,151","2,502","649"
"676","7/20/2016","4,244","3,082","2,450","632"
"677","7/21/2016","4,322","3,077","2,404","673"
"678","7/22/2016","3,456","2,431","1,936","495"
"679","7/23/2016","2,068","1,407","1,099","308"
"680","7/24/2016","2,568","1,755","1,374","381"
"681","7/25/2016","4,770","3,320","2,628","692"
"682","7/26/2016","4,621","3,277","2,595","682"
"683","7/27/2016","4,470","3,164","2,513","651"
"684","7/28/2016","4,307","3,077","2,459","618"
"685","7/29/2016","3,370","2,366","1,818","548"
"686","7/30/2016","1,960","1,341","1,017","324"
"687","7/31/2016","2,412","1,765","1,423","342"
"688","8/1/2016","4,504","3,095","2,489","606"
"689","8/2/2016","4,382","3,138","2,499","639"
"690","8/3/2016","4,710","3,369","2,697","672"
"691","8/4/2016","4,324","3,106","2,479","627"
"692","8/5/2016","3,472","2,497","1,980","517"
"693","8/6/2016","1,909","1,339","1,081","258"
"694","8/7/2016","2,365","1,688","1,334","354"
"695","8/8/2016","4,460","3,056","2,438","618"
"696","8/9/2016","4,479","3,135","2,482","653"
"697","8/10/2016","4,510","3,207","2,550","657"
"698","8/11/2016","4,340","3,111","2,491","620"
"699","8/12/2016","3,508","2,436","1,933","503"
"700","8/13/2016","2,030","1,420","1,122","298"
"701","8/14/2016","2,586","1,749","1,399","350"
"702","8/15/2016","4,476","2,970","2,346","624"
"703","8/16/2016","3,232","2,299","1,823","476"
"704","8/17/2016","4,291","3,106","2,498","608"
"705","8/18/2016","4,247","2,926","2,327","599"
"706","8/19/2016","3,477","2,539","2,045","494"
"707","8/20/2016","2,169","1,470","1,169","301"
"708","8/21/2016","2,430","1,808","1,453","355"
"709","8/22/2016","4,358","3,082","2,439","643"
"710","8/23/2016","4,465","3,249","2,550","699"
"711","8/24/2016","4,550","3,210","2,615","595"
"712","8/25/2016","4,147","3,011","2,380","631"
"713","8/26/2016","3,634","2,532","2,000","532"
"714","8/27/2016","2,014","1,430","1,141","289"
"715","8/28/2016","2,687","1,910","1,555","355"
"716","8/29/2016","4,376","3,115","2,521","594"
"717","8/30/2016","4,318","3,226","2,622","604"
"718","8/31/2016","4,441","3,219","2,620","599"
"719","9/1/2016","4,234","3,116","2,556","560"
"720","9/2/2016","3,027","2,230","1,762","468"
"721","9/3/2016","1,966","1,376","1,101","275"
"722","9/4/2016","2,446","1,761","1,452","309"
"723","9/5/2016","3,779","2,643","2,145","498"
"724","9/6/2016","4,619","3,341","2,727","614"
"725","9/7/2016","4,983","3,584","2,925","659"
"726","9/8/2016","4,645","3,319","2,716","603"
"727","9/9/2016","3,612","2,630","2,139","491"
"728","9/10/2016","2,153","1,577","1,323","254"
"729","9/11/2016","3,089","2,307","1,978","329"
"730","9/12/2016","4,580","3,446","2,882","564"
"731","9/13/2016","4,788","3,625","2,992","633"
"732","9/14/2016","5,095","3,759","3,113","646"
"733","9/15/2016","4,668","3,454","2,860","594"
"734","9/16/2016","3,711","2,785","2,272","513"
"735","9/17/2016","2,523","1,861","1,577","284"
"736","9/18/2016","3,364","2,547","2,122","425"
"737","9/19/2016","5,513","4,050","3,321","729"
"738","9/20/2016","5,362","3,762","3,095","667"
"739","9/21/2016","5,402","3,987","3,293","694"
"740","9/22/2016","5,398","3,996","3,299","697"
"741","9/23/2016","3,783","2,663","2,134","529"
"742","9/24/2016","2,395","1,797","1,503","294"
"743","9/25/2016","3,679","2,719","2,289","430"
"744","9/26/2016","5,688","4,325","3,570","755"
"745","9/27/2016","5,842","4,382","3,645","737"
"746","9/28/2016","5,923","4,458","3,682","776"
"747","9/29/2016","5,717","4,222","3,487","735"
"748","9/30/2016","4,250","3,176","2,565","611"
"749","10/1/2016","2,525","1,986","1,656","330"
"750","10/2/2016","3,923","3,023","2,559","464"
"751","10/3/2016","5,785","4,281","3,545","736"
"752","10/4/2016","6,052","4,522","3,780","742"
"753","10/5/2016","6,150","4,588","3,814","774"
"754","10/6/2016","5,591","4,134","3,419","715"
"755","10/7/2016","4,279","3,196","2,616","580"
"756","10/8/2016","2,897","2,066","1,717","349"
"757","10/9/2016","3,904","2,873","2,374","499"
"758","10/10/2016","5,458","4,145","3,442","703"
"759","10/11/2016","5,909","4,399","3,685","714"
"760","10/12/2016","6,175","4,620","3,823","797"
"761","10/13/2016","5,856","4,422","3,581","841"
"762","10/14/2016","4,610","3,505","2,837","668"
"763","10/15/2016","3,081","2,269","1,864","405"
"764","10/16/2016","4,390","3,265","2,718","547"
"765","10/17/2016","6,507","4,917","4,018","899"
"766","10/18/2016","6,941","5,103","4,189","914"
"767","10/19/2016","6,576","4,776","3,961","815"
"768","10/20/2016","5,985","4,462","3,701","761"
"769","10/21/2016","4,789","3,497","2,840","657"
"770","10/22/2016","3,263","2,292","1,881","411"
"771","10/23/2016","4,180","3,135","2,561","574"
"772","10/24/2016","6,371","4,865","3,993","872"
"773","10/25/2016","6,648","4,960","4,070","890"
"774","10/26/2016","6,501","4,777","3,880","897"
"775","10/27/2016","6,088","4,431","3,574","857"
"776","10/28/2016","4,376","3,179","2,510","669"
"777","10/29/2016","2,733","1,955","1,549","406"
"778","10/30/2016","3,953","2,921","2,344","577"
"779","10/31/2016","6,108","4,416","3,563","853"
"780","11/1/2016","5,668","4,185","3,360","825"
"781","11/2/2016","6,159","4,508","3,663","845"
"782","11/3/2016","5,810","4,241","3,426","815"
"783","11/4/2016","4,491","3,394","2,670","724"
"784","11/5/2016","3,110","2,263","1,842","421"
"785","11/6/2016","4,418","3,281","2,713","568"
"786","11/7/2016","6,529","4,488","3,573","915"
"787","11/8/2016","5,756","4,251","3,437","814"
"788","11/9/2016","5,716","4,102","3,315","787"
"789","11/10/2016","5,323","4,022","3,246","776"
"790","11/11/2016","4,280","3,085","2,441","644"
"791","11/12/2016","2,982","2,169","1,777","392"
"792","11/13/2016","4,365","3,172","2,595","577"
"793","11/14/2016","6,627","4,888","3,942","946"
"794","11/15/2016","6,467","4,808","3,905","903"
"795","11/16/2016","6,631","4,903","3,984","919"
"796","11/17/2016","6,378","4,681","3,779","902"
"797","11/18/2016","4,767","3,424","2,734","690"
"798","11/19/2016","3,501","2,580","2,136","444"
"799","11/20/2016","4,647","3,426","2,777","649"
"800","11/21/2016","6,336","4,693","3,788","905"
"801","11/22/2016","6,222","4,564","3,646","918"
"802","11/23/2016","5,527","3,904","3,082","822"
"803","11/24/2016","4,267","3,197","2,561","636"
"804","11/25/2016","3,733","2,678","2,135","543"
"805","11/26/2016","3,299","2,394","1,907","487"
"806","11/27/2016","4,530","3,396","2,722","674"
"807","11/28/2016","6,908","5,047","4,167","880"
"808","11/29/2016","7,714","5,338","4,369","969"
"809","11/30/2016","7,490","5,425","4,389","1,036"
"810","12/1/2016","7,190","5,081","4,120","961"
"811","12/2/2016","5,391","3,977","3,171","806"
"812","12/3/2016","3,575","2,667","2,178","489"
"813","12/4/2016","5,285","4,031","3,247","784"
"814","12/5/2016","7,330","5,439","4,452","987"
"815","12/6/2016","7,489","5,479","4,500","979"
"816","12/7/2016","7,345","5,467","4,469","998"
"817","12/8/2016","6,679","4,991","3,998","993"
"818","12/9/2016","5,403","3,970","3,190","780"
"819","12/10/2016","3,573","2,712","2,203","509"
"820","12/11/2016","4,834","3,515","2,838","677"
"821","12/12/2016","6,905","4,945","3,988","957"
"822","12/13/2016","6,743","4,927","3,942","985"
"823","12/14/2016","6,201","4,488","3,593","895"
"824","12/15/2016","5,571","4,071","3,229","842"
"825","12/16/2016","3,872","2,780","2,191","589"
"826","12/17/2016","2,613","1,884","1,480","404"
"827","12/18/2016","3,109","2,293","1,853","440"
"828","12/19/2016","4,324","3,145","2,477","668"
"829","12/20/2016","4,226","3,064","2,339","725"
"830","12/21/2016","3,991","2,914","2,278","636"
"831","12/22/2016","3,160","2,211","1,728","483"
"832","12/23/2016","2,386","1,626","1,257","369"
"833","12/24/2016","1,115","825","634","191"
"834","12/25/2016","1,387","930","740","190"
"835","12/26/2016","2,147","1,418","1,142","276"
"836","12/27/2016","2,686","1,777","1,349","428"
"837","12/28/2016","2,885","1,915","1,476","439"
"838","12/29/2016","2,694","1,837","1,400","437"
"839","12/30/2016","2,273","1,541","1,164","377"
"840","12/31/2016","1,188","836","643","193"
"841","1/1/2017","1,447","1,039","832","207"
"842","1/2/2017","2,568","1,844","1,448","396"
"843","1/3/2017","3,566","2,527","1,970","557"
"844","1/4/2017","3,941","2,816","2,226","590"
"845","1/5/2017","3,841","2,625","2,058","567"
"846","1/6/2017","3,261","2,338","1,812","526"
"847","1/7/2017","2,241","1,523","1,204","319"
"848","1/8/2017","2,679","1,892","1,519","373"
"849","1/9/2017","4,182","2,841","2,191","650"
"850","1/10/2017","4,236","3,039","2,391","648"
"851","1/11/2017","4,628","3,206","2,536","670"
"852","1/12/2017","4,205","3,025","2,403","622"
"853","1/13/2017","3,459","2,508","2,033","475"
"854","1/14/2017","2,448","1,744","1,390","354"
"855","1/15/2017","2,853","2,015","1,586","429"
"856","1/16/2017","4,638","3,178","2,543","635"
"857","1/17/2017","5,325","3,669","2,942","727"
"858","1/18/2017","4,866","3,364","2,670","694"
"859","1/19/2017","4,715","3,375","2,689","686"
"860","1/20/2017","3,753","2,713","2,136","577"
"861","1/21/2017","2,481","1,778","1,437","341"
"862","1/22/2017","3,233","2,401","1,981","420"
"863","1/23/2017","5,034","3,660","2,957","703"
"864","1/24/2017","4,787","3,593","2,909","684"
"865","1/25/2017","4,901","3,602","2,923","679"
"866","1/26/2017","4,398","3,266","2,653","613"
"867","1/27/2017","3,823","2,832","2,267","565"
"868","1/28/2017","2,619","1,901","1,534","367"
"869","1/29/2017","3,518","2,612","2,205","407"
"870","1/30/2017","5,178","3,826","3,127","699"
"871","1/31/2017","5,290","3,876","3,127","749"
"872","2/1/2017","5,469","4,116","3,402","714"
"873","2/2/2017","5,399","4,028","3,303","725"
"874","2/3/2017","4,232","3,012","2,342","670"
"875","2/4/2017","2,828","2,084","1,697","387"
"876","2/5/2017","3,724","2,783","2,281","502"
"877","2/6/2017","5,733","4,249","3,448","801"
"878","2/7/2017","5,814","4,284","3,521","763"
"879","2/8/2017","5,349","4,006","3,248","758"
"880","2/9/2017","5,025","3,681","3,010","671"
"881","2/10/2017","4,044","2,922","2,335","587"
"882","2/11/2017","2,323","1,731","1,377","354"
"883","2/12/2017","3,147","2,469","2,005","464"
"884","2/13/2017","4,972","3,719","3,014","705"
"885","2/14/2017","4,878","3,582","2,897","685"
"886","2/15/2017","5,288","3,786","3,039","747"
"887","2/16/2017","4,968","3,668","2,934","734"
"888","2/17/2017","3,788","2,748","2,158","590"
"889","2/18/2017","2,514","1,839","1,496","343"
"890","2/19/2017","3,463","2,602","2,083","519"
"891","2/20/2017","4,931","3,700","3,009","691"
"892","2/21/2017","5,101","3,873","3,079","794"
"893","2/22/2017","5,144","3,727","2,998","729"
"894","2/23/2017","4,433","3,372","2,657","715"
"895","2/24/2017","3,597","2,648","2,111","537"
"896","2/25/2017","2,621","1,826","1,482","344"
"897","2/26/2017","3,397","2,494","2,021","473"
"898","2/27/2017","5,062","3,812","3,009","803"
"899","2/28/2017","4,926","3,678","2,933","745"
"900","3/1/2017","4,936","3,558","2,822","736"
"901","3/2/2017","4,688","3,441","2,747","694"
"902","3/3/2017","3,827","2,699","2,140","559"
"903","3/4/2017","2,452","1,754","1,408","346"
"904","3/5/2017","3,283","2,394","1,958","436"
"905","3/6/2017","4,823","3,481","2,764","717"
"906","3/7/2017","4,821","3,662","2,942","720"
"907","3/8/2017","5,059","3,613","2,923","690"
"908","3/9/2017","4,585","3,444","2,744","700"
"909","3/10/2017","3,682","2,733","2,178","555"
"910","3/11/2017","2,350","1,714","1,351","363"
"911","3/12/2017","3,056","2,189","1,755","434"
"912","3/13/2017","4,746","3,367","2,721","646"
"913","3/14/2017","4,613","3,465","2,808","657"
"914","3/15/2017","4,560","3,441","2,694","747"
"915","3/16/2017","4,520","3,304","2,629","675"
"916","3/17/2017","3,346","2,433","1,930","503"
"917","3/18/2017","2,253","1,649","1,325","324"
"918","3/19/2017","2,927","2,267","1,807","460"
"919","3/20/2017","4,878","3,463","2,799","664"
"920","3/21/2017","4,852","3,481","2,802","679"
"921","3/22/2017","4,585","3,430","2,757","673"
"922","3/23/2017","4,477","3,260","2,600","660"
"923","3/24/2017","3,654","2,566","1,993","573"
"924","3/25/2017","2,411","1,760","1,420","340"
"925","3/26/2017","3,054","2,336","1,882","454"
"926","3/27/2017","4,696","3,479","2,765","714"
"927","3/28/2017","5,033","3,633","2,875","758"
"928","3/29/2017","4,948","3,530","2,809","721"
"929","3/30/2017","4,636","3,390","2,704","686"
"930","3/31/2017","3,539","2,636","2,060","576"
"931","4/1/2017","2,371","1,678","1,338","340"
"932","4/2/2017","2,816","2,159","1,715","444"
"933","4/3/2017","4,493","3,356","2,672","684"
"934","4/4/2017","4,678","3,486","2,739","747"
"935","4/5/2017","4,737","3,484","2,762","722"
"936","4/6/2017","4,775","3,514","2,806","708"
"937","4/7/2017","3,658","2,725","2,181","544"
"938","4/8/2017","2,260","1,664","1,324","340"
"939","4/9/2017","3,343","2,433","1,933","500"
"940","4/10/2017","4,640","3,440","2,756","684"
"941","4/11/2017","4,694","3,532","2,867","665"
"942","4/12/2017","4,771","3,517","2,800","717"
"943","4/13/2017","4,173","3,017","2,395","622"
"944","4/14/2017","3,046","2,238","1,752","486"
"945","4/15/2017","2,260","1,701","1,333","368"
"946","4/16/2017","2,876","2,143","1,700","443"
"947","4/17/2017","4,774","3,402","2,719","683"
"948","4/18/2017","5,009","3,702","2,906","796"
"949","4/19/2017","5,369","3,852","3,133","719"
"950","4/20/2017","5,020","3,669","2,969","700"
"951","4/21/2017","3,935","2,802","2,203","599"
"952","4/22/2017","2,795","2,049","1,630","419"
"953","4/23/2017","3,795","2,827","2,305","522"
"954","4/24/2017","5,489","4,083","3,252","831"
"955","4/25/2017","5,680","4,108","3,336","772"
"956","4/26/2017","5,383","3,940","3,205","735"
"957","4/27/2017","4,890","3,695","2,985","710"
"958","4/28/2017","3,872","2,887","2,310","577"
"959","4/29/2017","2,790","1,987","1,602","385"
"960","4/30/2017","3,524","2,616","2,118","498"
"961","5/1/2017","4,903","3,551","2,875","676"
"962","5/2/2017","5,160","3,802","3,079","723"
"963","5/3/2017","5,194","3,766","2,995","771"
"964","5/4/2017","5,142","3,755","3,013","742"
"965","5/5/2017","3,836","2,925","2,323","602"
"966","5/6/2017","2,737","1,981","1,572","409"
"967","5/7/2017","3,386","2,534","2,025","509"
"968","5/8/2017","4,816","3,585","2,900","685"
"969","5/9/2017","4,734","3,458","2,763","695"
"970","5/10/2017","4,761","3,475","2,754","721"
"971","5/11/2017","4,277","3,224","2,570","654"
"972","5/12/2017","3,563","2,620","2,056","564"
"973","5/13/2017","2,401","1,749","1,379","370"
"974","5/14/2017","2,877","2,126","1,674","452"
"975","5/15/2017","4,448","3,191","2,494","697"
"976","5/16/2017","4,525","3,226","2,593","633"
"977","5/17/2017","4,533","3,318","2,676","642"
"978","5/18/2017","4,431","3,307","2,686","621"
"979","5/19/2017","3,456","2,470","1,938","532"
"980","5/20/2017","2,162","1,651","1,332","319"
"981","5/21/2017","2,786","1,971","1,597","374"
"982","5/22/2017","4,172","3,041","2,403","638"
"983","5/23/2017","4,255","3,077","2,457","620"
"984","5/24/2017","4,154","2,996","2,400","596"
"985","5/25/2017","3,803","2,839","2,263","576"
"986","5/26/2017","2,950","2,183","1,720","463"
"987","5/27/2017","1,909","1,444","1,155","289"
"988","5/28/2017","2,506","1,781","1,399","382"
"989","5/29/2017","3,325","2,457","1,913","544"
"990","5/30/2017","4,086","2,909","2,298","611"
"991","5/31/2017","3,716","2,667","2,069","598"
"992","6/1/2017","3,702","2,639","2,103","536"
"993","6/2/2017","2,959","2,171","1,680","491"
"994","6/3/2017","2,006","1,471","1,161","310"
"995","6/4/2017","2,479","1,795","1,419","376"
"996","6/5/2017","3,501","2,610","2,072","538"
"997","6/6/2017","3,985","2,922","2,361","561"
"998","6/7/2017","3,920","2,913","2,314","599"
"999","6/8/2017","3,868","2,796","2,209","587"
"1000","6/9/2017","2,921","2,101","1,660","441"
"1001","6/10/2017","1,655","1,244","975","269"
"1002","6/11/2017","2,229","1,622","1,299","323"
"1003","6/12/2017","3,660","2,598","2,020","578"
"1004","6/13/2017","3,898","2,809","2,202","607"
"1005","6/14/2017","3,912","2,797","2,200","597"
"1006","6/15/2017","3,604","2,624","2,029","595"
"1007","6/16/2017","2,970","2,105","1,621","484"
"1008","6/17/2017","1,546","1,187","957","230"
"1009","6/18/2017","1,944","1,465","1,146","319"
"1010","6/19/2017","3,608","2,493","1,959","534"
"1011","6/20/2017","3,514","2,472","1,905","567"
"1012","6/21/2017","3,344","2,475","1,915","560"
"1013","6/22/2017","3,292","2,351","1,824","527"
"1014","6/23/2017","2,469","1,850","1,445","405"
"1015","6/24/2017","1,296","925","702","223"
"1016","6/25/2017","1,546","1,071","811","260"
"1017","6/26/2017","2,948","1,998","1,528","470"
"1018","6/27/2017","3,077","2,190","1,690","500"
"1019","6/28/2017","3,028","2,145","1,649","496"
"1020","6/29/2017","2,738","1,976","1,474","502"
"1021","6/30/2017","2,147","1,478","1,087","391"
"1022","7/1/2017","1,277","903","675","228"
"1023","7/2/2017","1,606","1,142","879","263"
"1024","7/3/2017","2,504","1,726","1,296","430"
"1025","7/4/2017","2,218","1,566","1,217","349"
"1026","7/5/2017","3,024","2,149","1,681","468"
"1027","7/6/2017","2,951","2,047","1,555","492"
"1028","7/7/2017","2,401","1,693","1,310","383"
"1029","7/8/2017","1,242","891","700","191"
"1030","7/9/2017","1,511","1,172","938","234"
"1031","7/10/2017","2,934","2,062","1,619","443"
"1032","7/11/2017","3,003","2,140","1,663","477"
"1033","7/12/2017","3,073","2,192","1,710","482"
"1034","7/13/2017","2,933","2,043","1,550","493"
"1035","7/14/2017","2,468","1,710","1,287","423"
"1036","7/15/2017","1,355","892","689","203"
"1037","7/16/2017","1,553","1,122","891","231"
"1038","7/17/2017","2,902","1,954","1,479","475"
"1039","7/18/2017","2,899","2,109","1,591","518"
"1040","7/19/2017","2,986","2,032","1,584","448"
"1041","7/20/2017","2,964","2,031","1,571","460"
"1042","7/21/2017","2,433","1,609","1,214","395"
"1043","7/22/2017","1,280","923","725","198"
"1044","7/23/2017","1,603","1,170","909","261"
"1045","7/24/2017","3,154","2,214","1,726","488"
"1046","7/25/2017","3,084","2,148","1,666","482"
"1047","7/26/2017","2,983","1,925","1,490","435"
"1048","7/27/2017","2,849","1,908","1,440","468"
"1049","7/28/2017","2,420","1,538","1,150","388"
"1050","7/29/2017","1,300","895","712","183"
"1051","7/30/2017","1,526","1,112","863","249"
"1052","7/31/2017","2,872","1,978","1,481","497"
"1053","8/1/2017","2,914","1,957","1,463","494"
"1054","8/2/2017","2,843","1,994","1,536","458"
"1055","8/3/2017","2,649","1,894","1,447","447"
"1056","8/4/2017","2,042","1,478","1,150","328"
"1057","8/5/2017","1,225","901","681","220"
"1058","8/6/2017","1,562","1,045","792","253"
"1059","8/7/2017","2,751","1,823","1,398","425"
"1060","8/8/2017","2,634","1,868","1,415","453"
"1061","8/9/2017","2,704","1,961","1,511","450"
"1062","8/10/2017","2,670","1,864","1,463","401"
"1063","8/11/2017","2,073","1,498","1,121","377"
"1064","8/12/2017","1,240","888","669","219"
"1065","8/13/2017","1,530","1,076","811","265"
"1066","8/14/2017","2,392","1,704","1,346","358"
"1067","8/15/2017","2,675","1,846","1,471","375"
"1068","8/16/2017","2,755","1,911","1,436","475"
"1069","8/17/2017","2,608","1,824","1,421","403"
"1070","8/18/2017","2,163","1,521","1,163","358"
"1071","8/19/2017","1,304","951","743","208"
"1072","8/20/2017","1,969","1,419","1,156","263"
"1073","8/21/2017","2,985","2,069","1,575","494"
"1074","8/22/2017","3,087","2,259","1,772","487"
"1075","8/23/2017","3,047","2,147","1,704","443"
"1076","8/24/2017","2,961","2,026","1,600","426"
"1077","8/25/2017","2,293","1,589","1,257","332"
"1078","8/26/2017","1,261","934","751","183"
"1079","8/27/2017","1,676","1,211","983","228"
"1080","8/28/2017","1,786","1,287","1,005","282"
"1081","8/29/2017","3,252","2,310","1,845","465"
"1082","8/30/2017","3,082","2,179","1,741","438"
"1083","8/31/2017","2,721","1,963","1,579","384"
"1084","9/1/2017","2,217","1,583","1,235","348"
"1085","9/2/2017","1,271","908","730","178"
"1086","9/3/2017","1,742","1,197","958","239"
"1087","9/4/2017","2,293","1,704","1,380","324"
"1088","9/5/2017","3,155","2,289","1,818","471"
"1089","9/6/2017","3,159","2,320","1,882","438"
"1090","9/7/2017","3,054","2,243","1,777","466"
"1091","9/8/2017","2,440","1,848","1,488","360"
"1092","9/9/2017","1,532","1,108","924","184"
"1093","9/10/2017","2,247","1,657","1,366","291"
"1094","9/11/2017","3,570","2,496","2,033","463"
"1095","9/12/2017","3,524","2,540","2,075","465"
"1096","9/13/2017","3,471","2,473","2,040","433"
"1097","9/14/2017","3,303","2,415","1,974","441"
"1098","9/15/2017","2,560","1,867","1,519","348"
"1099","9/16/2017","1,470","1,090","912","178"
"1100","9/17/2017","2,234","1,715","1,446","269"
"1101","9/18/2017","3,504","2,596","2,123","473"
"1102","9/19/2017","3,984","2,840","2,382","458"
"1103","9/20/2017","3,746","2,660","2,188","472"
"1104","9/21/2017","3,524","2,667","2,143","524"
"1105","9/22/2017","2,639","1,944","1,591","353"
"1106","9/23/2017","1,523","1,178","975","203"
"1107","9/24/2017","2,425","1,809","1,521","288"
"1108","9/25/2017","3,671","2,705","2,202","503"
"1109","9/26/2017","3,669","2,780","2,306","474"
"1110","9/27/2017","3,537","2,657","2,211","446"
"1111","9/28/2017","3,413","2,507","2,048","459"
"1112","9/29/2017","2,699","1,902","1,554","348"
"1113","9/30/2017","1,829","1,289","1,058","231"
"1114","10/1/2017","2,379","1,812","1,507","305"
"1115","10/2/2017","3,637","2,669","2,221","448"
"1116","10/3/2017","3,775","2,787","2,253","534"
