"","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","incm.2.t.pred","test3[, 15]"
"1015",19," Private",220819," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1016",60," Self-emp-inc",160062," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,25," United-States"," <=50K"," <=50K"
"1017",28," Private",204516," 10th",6," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"1018",59," Private",155976," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1019",62," Private",244933," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"," <=50K"
"1020",56," Local-gov",435836," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1021",29," Private",154017," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,10," United-States"," <=50K"," <=50K"
"1022",33," Private",209768," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"1023",50," Private",21095," Some-college",10," Divorced"," Other-service"," Unmarried"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," <=50K"," <=50K"
"1024",21," State-gov",39236," Some-college",10," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"," <=50K"
"1025",53," Self-emp-not-inc",46704," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"1026",40," Private",121772," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40," ?"," <=50K"," >50K"
"1027",68," Private",168794," Preschool",1," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,10," United-States"," <=50K"," <=50K"
"1028",33," Private",111567," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,45," Germany"," >50K"," >50K"
"1029",34," Private",179877," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1030",32," Private",255424," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," >50K"," >50K"
"1031",63," ?",110150," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,55," United-States"," <=50K"," >50K"
"1032",28," Private",169069," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1033",53," Private",156612," 12th",8," Divorced"," Transport-moving"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1034",22," Private",174043," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"1035",31," Private",318647," 11th",7," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1036",45," Private",738812," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,46," United-States"," >50K"," <=50K"
"1037",50," Private",31621," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1038",43," ?",174662," Some-college",10," Divorced"," ?"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1039",42," Private",137698," 5th-6th",3," Married-spouse-absent"," Farming-fishing"," Not-in-family"," White"," Male",0,0,35," Mexico"," <=50K"," <=50K"
"1040",19," Self-emp-inc",170125," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1041",27," Private",134152," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"1042",25," Private",161478," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1043",24," Private",188505," Bachelors",13," Married-AF-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," >50K"
"1044",50," Private",104501," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1045",22," Private",225156," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1046",22," Local-gov",39236," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Female",594,0,25," United-States"," <=50K"," <=50K"
"1047",64," Private",316627," 5th-6th",3," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1048",50," Private",337606," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,1485,40," United-States"," <=50K"," <=50K"
"1049",43," State-gov",126701," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,35," United-States"," >50K"," >50K"
"1050",35," Private",413648," 5th-6th",3," Never-married"," Farming-fishing"," Unmarried"," White"," Male",0,0,36," United-States"," <=50K"," <=50K"
"1051",55," Private",106740," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1052",52," Local-gov",153312," Assoc-acdm",12," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"1053",65," Private",169047," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,10," United-States"," <=50K"," <=50K"
"1054",28," Self-emp-not-inc",183523," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," Hungary"," >50K"," <=50K"
"1055",47," Private",84726," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1056",18," Private",144711," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,1721,40," United-States"," <=50K"," <=50K"
"1057",47," Private",150768," Bachelors",13," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,1564,51," United-States"," <=50K"," >50K"
"1058",19," Private",607799," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,60," United-States"," <=50K"," <=50K"
"1059",41," Local-gov",208174," Masters",14," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,55," United-States"," <=50K"," <=50K"
"1060",36," ?",200904," Assoc-acdm",12," Married-civ-spouse"," ?"," Wife"," Black"," Female",0,0,21," Haiti"," <=50K"," <=50K"
"1061",62," Federal-gov",224277," Some-college",10," Widowed"," Protective-serv"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1062",43," Private",336513," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,40," United-States"," >50K"," >50K"
"1063",41," Private",294270," 9th",5," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"1064",35," Private",117567," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1065",59," Private",147989," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," ?"," <=50K"," <=50K"
"1066",59," Private",182460," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,30," United-States"," >50K"," >50K"
"1067",25," State-gov",257064," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,38," United-States"," <=50K"," <=50K"
"1068",45," Private",187730," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1069",50," Private",182360," HS-grad",9," Separated"," Prof-specialty"," Unmarried"," Other"," Female",0,0,60," Puerto-Rico"," <=50K"," <=50K"
"1070",44," Private",213416," 5th-6th",3," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"," <=50K"
"1071",38," Private",127601," Some-college",10," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," >50K"
"1072",36," Self-emp-not-inc",347491," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States"," >50K"," <=50K"
"1073",51," Self-emp-not-inc",32372," 12th",8," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,99," United-States"," <=50K"," <=50K"
"1074",25," Private",146117," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,42," United-States"," <=50K"," <=50K"
"1075",54," Private",172281," Masters",14," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1076",54," Self-emp-not-inc",117674," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," ?"," <=50K"," <=50K"
"1077",43," Private",184378," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States"," >50K"," <=50K"
"1078",17," Private",270587," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," England"," <=50K"," <=50K"
"1079",42," Self-emp-not-inc",201520," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"1080",29," Private",161097," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"," >50K"
"1081",50," Self-emp-not-inc",32372," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"1082",23," Private",41721," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States"," <=50K"," >50K"
"1083",18," Private",177578," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,38," United-States"," <=50K"," <=50K"
"1084",28," Private",339897," 1st-4th",2," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,43," Mexico"," <=50K"," <=50K"
"1085",43," Private",112494," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"1086",25," Self-emp-not-inc",245369," HS-grad",9," Separated"," Craft-repair"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"1087",56," Federal-gov",277420," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," Puerto-Rico"," >50K"," >50K"
"1088",40," Private",277647," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"1089",23," ?",145964," Some-college",10," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1090",59," Private",193895," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1091",51," Private",98791," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1092",45," Private",360393," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,50," United-States"," >50K"," >50K"
"1093",30," Private",24292," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," >50K"," >50K"
"1094",46," Private",234690," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1095",39," Private",219155," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,43," United-States"," >50K"," <=50K"
"1096",23," Private",57898," Some-college",10," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"1097",55," Private",266343," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,46," United-States"," <=50K"," <=50K"
"1098",35," Private",377798," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," >50K"
"1099",56," Self-emp-not-inc",183081," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"1100",21," Private",202570," 12th",8," Never-married"," Adm-clerical"," Other-relative"," Black"," Male",0,0,48," ?"," <=50K"," <=50K"
"1101",39," Self-emp-inc",33975," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"1102",41," Private",115849," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1103",31," Private",81846," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1104",51," Private",340588," 1st-4th",2," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,54," Mexico"," <=50K"," <=50K"
"1105",28," State-gov",119793," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1106",46," Private",163021," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1107",30," Private",425627," Some-college",10," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"," <=50K"
"1108",28," Private",360527," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"1109",64," Self-emp-not-inc",219661," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,9," United-States"," <=50K"," >50K"
"1110",42," Private",118686," Some-college",10," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"1111",24," Private",198148," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"1112",35," Private",33975," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," >50K"
"1113",37," Private",112497," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"1114",52," Private",145271," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States"," >50K"," <=50K"
"1115",32," Private",239824," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1116",17," Private",108402," 10th",6," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"1117",48," ?",112860," 10th",6," Married-civ-spouse"," ?"," Wife"," Black"," Female",0,0,35," United-States"," <=50K"," <=50K"
"1118",32," Private",130057," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"," >50K"
"1119",50," Private",148953," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"1120",56," Private",160932," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,44," United-States"," <=50K"," >50K"
"1121",29," Private",134152," HS-grad",9," Separated"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1122",28," Private",66473," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1123",45," Private",49298," Bachelors",13," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1124",54," Private",197189," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"," <=50K"
"1125",41," Private",318046," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,48," United-States"," >50K"," >50K"
"1126",24," Local-gov",252024," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,72," United-States"," <=50K"," >50K"
"1127",46," Private",138626," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1128",61," Private",221447," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1129",36," Private",96452," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," >50K"," <=50K"
"1130",53," Private",103931," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," <=50K"
"1131",44," Private",257758," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"1132",50," Self-emp-not-inc",192654," 10th",6," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"," <=50K"
"1133",17," Private",171080," 12th",8," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"1134",27," Private",360097," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1135",34," Private",133122," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," <=50K"
"1136",45," Private",197731," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1137",52," Private",164135," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"1138",51," Self-emp-not-inc",78631," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," Amer-Indian-Eskimo"," Male",0,0,60," United-States"," <=50K"," <=50K"
"1139",22," Private",408383," Some-college",10," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1140",48," State-gov",224474," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1141",25," Private",189219," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1142",23," Private",434467," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,48," United-States"," <=50K"," <=50K"
"1143",36," Private",89718," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1144",39," Local-gov",267893," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",7298,0,40," United-States"," >50K"," >50K"
"1145",22," Private",298489," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1146",44," Private",19914," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," Asian-Pac-Islander"," Female",0,0,50," Philippines"," <=50K"," <=50K"
"1147",37," Private",251396," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States"," >50K"," >50K"
"1148",21," Private",104981," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,48," United-States"," <=50K"," <=50K"
"1149",25," Private",281627," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1150",22," Private",118310," Assoc-acdm",12," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,16," United-States"," <=50K"," <=50K"
"1151",41," Private",107584," Some-college",10," Separated"," Transport-moving"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"1152",57," Private",298507," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",3103,0,40," United-States"," >50K"," >50K"
"1153",52," Self-emp-not-inc",242341," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1154",23," Private",104443," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1155",36," Private",256636," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1156",46," Self-emp-inc",123075," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,70," United-States"," >50K"," <=50K"
"1157",53," Self-emp-not-inc",108815," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"1158",34," Private",204461," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"," >50K"
"1159",36," Private",153205," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,45," ?"," >50K"," <=50K"
"1160",37," Self-emp-not-inc",154641," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,86," United-States"," <=50K"," <=50K"
"1161",48," Private",268083," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1162",59," Private",24384," HS-grad",9," Widowed"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1163",58," Private",349910," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,40," United-States"," >50K"," >50K"
"1164",40," Private",115161," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"1165",18," Private",192409," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"1166",37," Private",125550," HS-grad",9," Never-married"," Tech-support"," Not-in-family"," White"," Female",14084,0,35," United-States"," >50K"," >50K"
"1167",45," Private",178319," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,56," United-States"," >50K"," >50K"
"1168",34," Private",28053," Bachelors",13," Married-spouse-absent"," Adm-clerical"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"1169",41," Private",191814," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1170",64," State-gov",104361," Some-college",10," Separated"," Adm-clerical"," Not-in-family"," White"," Female",0,0,65," United-States"," <=50K"," <=50K"
"1171",58," Private",116901," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"1172",28," Private",239539," HS-grad",9," Married-spouse-absent"," Machine-op-inspct"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," <=50K"," <=50K"
"1173",43," Private",258049," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,53," United-States"," >50K"," >50K"
"1174",35," Private",174856," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",2885,0,40," United-States"," <=50K"," <=50K"
"1175",42," Private",165599," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1176",39," Private",224566," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"," >50K"
"1177",49," State-gov",155372," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1178",21," Private",304949," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"," <=50K"
"1179",38," Private",204556," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1180",36," Private",29814," HS-grad",9," Never-married"," Transport-moving"," Other-relative"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"1181",49," Private",176814," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",5178,0,40," United-States"," >50K"," >50K"
"1182",22," Private",137591," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"1183",68," Private",76371," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," >50K"
"1184",29," Private",157612," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",3325,0,45," United-States"," <=50K"," <=50K"
"1185",41," Private",121718," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,1848,48," United-States"," >50K"," >50K"
"1186",19," Private",318822," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1187",36," State-gov",168894," Assoc-voc",11," Married-spouse-absent"," Protective-serv"," Own-child"," White"," Female",0,0,40," Germany"," <=50K"," <=50K"
"1188",31," Private",323069," Assoc-acdm",12," Divorced"," Sales"," Unmarried"," White"," Female",0,880,45," United-States"," <=50K"," <=50K"
"1189",37," Private",61778," Bachelors",13," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"1190",39," Local-gov",203070," HS-grad",9," Separated"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1191",23," Private",192978," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"1192",34," Private",321709," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,28," United-States"," <=50K"," <=50K"
"1193",48," Private",233511," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," >50K"
"1194",65," Private",143554," Some-college",10," Separated"," Adm-clerical"," Not-in-family"," White"," Female",0,0,38," United-States"," <=50K"," <=50K"
"1195",38," Private",278924," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,50," United-States"," >50K"," >50K"
"1196",61," Private",270056," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," Japan"," <=50K"," <=50K"
"1197",28," Private",288598," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"1198",27," Private",234664," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"1199",57," Local-gov",190561," HS-grad",9," Divorced"," Handlers-cleaners"," Not-in-family"," Black"," Female",0,0,30," United-States"," <=50K"," <=50K"
"1200",26," Private",164737," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"1201",30," Self-emp-not-inc",196342," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"," <=50K"
"1202",37," Self-emp-not-inc",268598," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Other"," Male",7298,0,50," Puerto-Rico"," >50K"," >50K"
"1203",52," ?",244214," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"1204",33," Private",175697," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,60," United-States"," >50K"," >50K"
